vessel_id,timestamp,lat,lon,speed,course,vessel_type,acceleration,heading_rate,distance_to_shipping_lane_nm,distance_to_port_nm,time_since_last_ais_sec,is_anomaly
Vessel_1,2025-04-01 03:05:00,27.996589172054666,-89.23072379704247,30.39,262.3,Passenger,0.02,-2.4,4.74,49.44,154,0
Vessel_1,2025-04-01 03:10:00,27.99981063412152,-89.22112233061554,28.79,262.5,Passenger,0.16,3.0,2.17,20.15,48,0
Vessel_1,2025-04-01 03:15:00,27.999845756027558,-89.21106672999228,31.1,265.9,Passenger,0.32,1.1,2.0,29.11,199,0
Vessel_1,2025-04-01 03:20:00,28.032632593239523,-89.23878358743941,50.0,263.9,Passenger,0.11,-0.9,4.6,20.12,212,1
Vessel_1,2025-04-01 03:25:00,27.988367462598937,-89.22243385700467,28.95,270.7,Passenger,-0.35,-0.3,0.94,28.55,131,0
Vessel_1,2025-04-01 03:30:00,28.009052256034597,-89.21192323754705,28.77,259.7,Passenger,0.08,0.7,1.35,15.33,229,0
Vessel_1,2025-04-01 03:35:00,28.0440083461762,-89.24008135082832,28.93,31.0,Passenger,-0.86,2.7,3.07,26.73,206,1
Vessel_1,2025-04-01 03:40:00,27.992336488741202,-89.22039506542083,29.78,264.9,Passenger,-1.23,-1.8,3.46,31.37,15,0
Vessel_1,2025-04-01 03:45:00,27.98113592340871,-89.2256419175765,29.67,267.6,Passenger,0.46,1.6,4.77,34.25,10,0
Vessel_1,2025-04-01 03:50:00,27.995521890897148,-89.20107072771341,30.57,271.2,Passenger,-0.41,-0.6,4.16,22.31,127,0
Vessel_1,2025-04-01 03:55:00,27.99887359743809,-89.2085063360952,29.92,270.2,Passenger,-1.3,-1.3,1.06,15.45,84,0
Vessel_1,2025-04-01 04:00:00,28.06262068300031,-89.14173325160039,27.78,32.9,Passenger,-0.69,-3.4,2.57,41.35,258,1
Vessel_1,2025-04-01 04:05:00,27.979168702532323,-89.22111132859202,29.45,263.5,Passenger,0.2,2.2,2.3,33.39,258,0
Vessel_1,2025-04-01 04:10:00,28.0100299025791,-89.21946977110697,29.43,259.0,Passenger,0.28,-1.5,0.86,17.69,169,0
Vessel_1,2025-04-01 04:15:00,27.926910651372342,-89.29304533011867,30.58,257.1,Passenger,-0.1,0.1,0.44,0.24,31,1
Vessel_1,2025-04-01 04:20:00,27.99099433715004,-89.21351946410736,27.22,260.0,Passenger,0.11,-0.2,4.93,31.46,262,0
Vessel_1,2025-04-01 04:25:00,27.99596870674163,-89.2156644767015,30.26,267.4,Passenger,-0.39,3.6,3.75,11.22,247,0
Vessel_1,2025-04-01 04:30:00,27.988013706891866,-89.21709964592115,28.72,257.7,Passenger,-0.83,0.6,1.06,23.1,282,0
Vessel_1,2025-04-01 04:35:00,28.000482397859873,-89.22952051310214,28.22,264.6,Passenger,0.46,2.1,3.68,32.31,120,0
Vessel_1,2025-04-01 04:40:00,27.9900513879773,-89.23575706600641,29.5,253.5,Passenger,0.53,1.4,4.67,10.3,238,0
Vessel_1,2025-04-01 04:45:00,27.994947747272438,-89.19944192184214,30.1,262.5,Passenger,-1.14,1.6,4.65,32.27,71,0
Vessel_1,2025-04-01 04:50:00,27.981668678991092,-89.21666161253029,29.43,268.2,Passenger,-0.38,-1.1,2.65,38.29,122,0
Vessel_1,2025-04-01 04:55:00,27.998918992498208,-89.24031584288532,26.77,263.6,Passenger,-0.44,-0.4,2.74,31.96,19,0
Vessel_2,2025-04-01 00:00:00,26.27320327381882,-86.59248638888036,13.82,287.9,Tanker,1.22,-3.5,1.9,47.06,85,0
Vessel_2,2025-04-01 00:05:00,26.27329837254711,-86.59260113964042,12.67,294.2,Tanker,0.35,1.0,2.62,24.35,87,0
Vessel_2,2025-04-01 00:10:00,26.272800039294452,-86.59323470564877,11.9,297.6,Tanker,-0.2,-4.1,2.19,33.1,32,0
Vessel_2,2025-04-01 00:15:00,26.27406276296929,-86.59175755564455,12.23,295.0,Tanker,-1.17,-4.6,0.7,41.76,51,0
Vessel_2,2025-04-01 00:20:00,26.273526330265764,-86.5933595012302,11.7,296.4,Tanker,0.04,-1.0,0.17,32.8,298,0
Vessel_2,2025-04-01 00:25:00,26.272758636260573,-86.59291379682281,11.76,289.8,Tanker,0.41,2.6,3.6,35.65,182,0
Vessel_2,2025-04-01 00:30:00,26.27258777656885,-86.59228167583606,12.03,283.4,Tanker,0.14,-2.1,2.12,21.52,209,0
Vessel_2,2025-04-01 00:35:00,26.275393860237727,-86.59079942997414,13.41,290.2,Tanker,-0.22,1.3,3.03,26.97,296,0
Vessel_2,2025-04-01 00:40:00,26.274953980248373,-86.5951943322879,13.25,286.6,Tanker,-0.06,0.1,1.03,41.51,146,0
Vessel_2,2025-04-01 00:45:00,26.26819092965821,-86.59219595307378,14.11,290.5,Tanker,-0.47,-3.1,0.7,17.06,260,0
Vessel_2,2025-04-01 00:50:00,26.269513463338228,-86.59452077322145,13.35,295.6,Tanker,-0.08,2.2,2.29,32.29,93,0
Vessel_2,2025-04-01 00:55:00,26.27074379447481,-86.59548433680814,13.1,284.9,Tanker,0.07,-2.1,1.75,28.73,220,0
Vessel_2,2025-04-01 01:00:00,26.27488553524629,-86.59192283507205,10.67,297.0,Tanker,-0.2,-3.3,2.0,32.39,122,0
Vessel_2,2025-04-01 01:05:00,26.27457546219724,-86.59032000679855,14.4,293.0,Tanker,-0.13,-0.3,4.89,43.59,96,0
Vessel_2,2025-04-01 01:10:00,26.271455991796625,-86.58528654627324,11.25,297.7,Tanker,-1.09,-1.5,4.0,17.14,258,0
Vessel_2,2025-04-01 01:15:00,26.270382032495114,-86.59178243286489,12.73,289.8,Tanker,-0.11,1.6,0.71,26.26,174,0
Vessel_2,2025-04-01 01:20:00,26.274696977979666,-86.58811080406525,12.83,292.7,Tanker,-0.36,1.4,1.71,20.38,206,0
Vessel_2,2025-04-01 01:25:00,26.279169574037567,-86.59956494886717,13.54,283.8,Tanker,0.3,-2.6,0.57,32.63,289,0
Vessel_2,2025-04-01 01:30:00,26.26318085859513,-86.58935532329554,14.28,284.9,Tanker,-0.06,4.6,1.29,15.57,290,0
Vessel_2,2025-04-01 01:35:00,26.27024571586229,-86.59174217691098,13.64,291.6,Tanker,0.17,-1.1,2.77,36.06,43,0
Vessel_2,2025-04-01 01:40:00,26.277260754078892,-86.59984988580568,11.6,292.8,Tanker,0.49,3.3,2.11,24.15,131,0
Vessel_2,2025-04-01 01:45:00,26.27501897048982,-86.59021418101543,11.3,290.4,Tanker,0.6,0.5,3.32,47.47,64,0
Vessel_2,2025-04-01 01:50:00,26.27030469098538,-86.5999204406751,12.71,294.6,Tanker,-0.76,-0.0,2.37,23.78,163,0
Vessel_2,2025-04-01 01:55:00,26.283796668548344,-86.58795206438297,13.57,299.8,Tanker,-0.35,-1.9,4.75,27.84,26,0
Vessel_2,2025-04-01 02:00:00,26.276172851225425,-86.58631229953602,11.98,296.9,Tanker,0.06,1.6,4.9,46.13,207,0
Vessel_2,2025-04-01 02:05:00,26.27378169792879,-86.59874137053527,13.64,290.1,Tanker,0.06,-0.6,0.6,39.24,279,0
Vessel_2,2025-04-01 02:10:00,26.277319849388018,-86.59283414576764,15.18,290.6,Tanker,-0.48,1.3,0.19,33.85,112,0
Vessel_2,2025-04-01 02:15:00,26.273932191311246,-86.59025850873849,11.92,286.3,Tanker,0.64,-0.5,2.6,27.07,219,0
Vessel_2,2025-04-01 02:20:00,26.26655979728558,-86.57793924287824,10.65,286.1,Tanker,-1.19,-0.9,4.92,40.73,245,0
Vessel_2,2025-04-01 02:25:00,26.27156892308743,-86.60028420184436,11.93,299.5,Tanker,-0.26,-0.8,1.17,11.68,155,0
Vessel_2,2025-04-01 02:30:00,26.290095640037997,-86.63846220913788,33.51,287.0,Tanker,0.42,0.4,4.78,41.92,149,1
Vessel_2,2025-04-01 02:35:00,26.277035745509558,-86.59560935666053,12.48,291.8,Tanker,0.57,-0.7,0.88,18.82,116,0
Vessel_2,2025-04-01 02:40:00,26.26787619815095,-86.58946932931948,11.94,297.5,Tanker,0.71,-1.1,2.32,34.92,169,0
Vessel_2,2025-04-01 02:45:00,26.269212730480046,-86.59269066315672,12.45,297.2,Tanker,-0.75,-1.4,4.31,42.38,235,0
Vessel_2,2025-04-01 02:50:00,26.27921515950742,-86.59895103866192,11.73,292.1,Tanker,-0.87,-2.5,2.66,48.48,99,0
Vessel_2,2025-04-01 02:55:00,26.280929270904554,-86.5915584264046,13.49,291.7,Tanker,0.93,1.6,4.39,41.9,298,0
Vessel_2,2025-04-01 03:00:00,26.28315481855429,-86.58781567768972,13.4,294.1,Tanker,0.53,2.3,4.41,48.45,16,0
Vessel_2,2025-04-01 03:05:00,26.267415765747803,-86.59703752216427,12.04,294.7,Tanker,0.78,0.7,3.08,49.25,22,0
Vessel_2,2025-04-01 03:10:00,26.2752292859737,-86.59553687503609,13.33,284.8,Tanker,0.75,0.4,2.16,43.6,83,0
Vessel_2,2025-04-01 03:15:00,26.2770285464781,-86.59719587474504,13.14,288.0,Tanker,-0.28,1.0,0.29,12.99,202,0
Vessel_2,2025-04-01 03:20:00,26.282296111992455,-86.59614212746898,14.6,287.9,Tanker,-0.85,2.8,0.01,16.36,67,0
Vessel_2,2025-04-01 03:25:00,26.27700580944942,-86.58774829037513,12.67,297.4,Tanker,-0.27,1.8,3.27,20.93,93,0
Vessel_2,2025-04-01 03:30:00,26.262894291659084,-86.57854123847139,12.36,285.8,Tanker,-0.06,1.3,1.6,38.98,266,0
Vessel_2,2025-04-01 03:35:00,26.294836971206536,-86.60673154674744,12.93,290.1,Tanker,0.25,3.4,0.93,44.74,69,0
Vessel_2,2025-04-01 03:40:00,26.274932660112192,-86.58624715581358,13.15,293.8,Tanker,0.32,2.7,2.31,10.05,55,0
Vessel_2,2025-04-01 03:45:00,26.27720517048982,-86.60144458715568,11.15,294.6,Tanker,-0.74,0.6,2.95,27.33,126,0
Vessel_2,2025-04-01 03:50:00,26.28438269990044,-86.58565921066594,12.46,285.7,Tanker,-0.47,3.2,4.54,38.97,111,0
Vessel_2,2025-04-01 03:55:00,26.284327367764487,-86.59869703701398,12.26,291.8,Tanker,-0.74,-0.2,1.63,30.71,251,0
Vessel_2,2025-04-01 04:00:00,26.245786682309244,-86.56500241537526,11.19,286.0,Tanker,0.7,1.8,2.84,1.38,175,1
Vessel_2,2025-04-01 04:05:00,26.290741634524714,-86.56710110863195,32.43,300.6,Tanker,0.65,4.2,4.74,35.01,273,1
Vessel_2,2025-04-01 04:10:00,26.272962225037293,-86.5947055134083,12.37,298.3,Tanker,0.23,-1.2,1.24,16.38,21,0
Vessel_2,2025-04-01 04:15:00,26.28472238308172,-86.56224328329282,11.36,286.4,Tanker,-0.26,1.2,1.14,49.85,220,0
Vessel_2,2025-04-01 04:20:00,26.275403861510775,-86.58113950941785,12.48,285.9,Tanker,0.28,-1.0,2.08,43.85,168,0
Vessel_2,2025-04-01 04:25:00,26.276885741767227,-86.56499453093946,12.47,295.9,Tanker,0.38,6.2,3.63,29.47,259,0
Vessel_2,2025-04-01 04:30:00,26.25617823852339,-86.57653975310332,12.99,290.7,Tanker,0.44,1.3,0.66,38.63,234,0
Vessel_2,2025-04-01 04:35:00,26.28610329303067,-86.58650678717981,13.96,288.8,Tanker,-0.34,-0.1,2.96,33.18,120,0
Vessel_2,2025-04-01 04:40:00,26.254989635415424,-86.57325861550083,12.21,292.9,Tanker,-0.36,-1.7,4.85,28.15,173,0
Vessel_2,2025-04-01 04:45:00,26.287267304722505,-86.58508865288059,14.12,281.1,Tanker,0.13,-0.5,1.26,24.37,10,0
Vessel_2,2025-04-01 04:50:00,26.27526524218435,-86.59791185703719,11.19,283.4,Tanker,0.6,3.0,2.79,31.6,216,0
Vessel_2,2025-04-01 04:55:00,26.23639493225422,-86.6241539627546,14.37,32.6,Tanker,0.86,1.5,0.26,35.6,29,1
Vessel_3,2025-04-01 00:00:00,25.024699904672048,-85.2409410728838,29.73,352.9,Passenger,-1.05,5.9,1.54,38.19,135,0
Vessel_3,2025-04-01 00:05:00,25.02480934785966,-85.24112450484483,30.14,344.2,Passenger,0.54,-0.3,4.72,37.33,128,0
Vessel_3,2025-04-01 00:10:00,25.024778931068116,-85.24076138150983,30.83,349.0,Passenger,-0.22,0.1,3.0,47.64,298,0
Vessel_3,2025-04-01 00:15:00,25.023731823475888,-85.24038246720521,30.71,356.5,Passenger,-0.5,-0.9,2.03,44.83,170,0
Vessel_3,2025-04-01 00:20:00,25.025651481063186,-85.24192315913591,31.48,349.7,Passenger,-0.12,1.9,4.39,22.69,91,0
Vessel_3,2025-04-01 00:25:00,25.026038019888496,-85.23935469900364,28.4,342.9,Passenger,-0.67,2.3,3.48,25.54,152,0
Vessel_3,2025-04-01 00:30:00,25.023874124257834,-85.2382381499174,29.23,340.8,Passenger,0.82,2.0,2.71,48.06,12,0
Vessel_3,2025-04-01 00:35:00,25.026974039554087,-85.24048588577571,28.24,348.3,Passenger,-1.21,-1.1,0.98,10.3,30,0
Vessel_3,2025-04-01 00:40:00,25.024646006228995,-85.24246162997676,29.61,349.4,Passenger,-0.09,1.1,3.35,47.18,61,0
Vessel_3,2025-04-01 00:45:00,25.022794353843132,-85.24082737505705,29.04,348.3,Passenger,-0.36,3.1,0.91,31.01,117,0
Vessel_3,2025-04-01 00:50:00,25.02354197816166,-85.2408136960965,30.03,342.8,Passenger,0.7,-0.2,4.76,34.06,56,0
Vessel_3,2025-04-01 00:55:00,25.027228628074226,-85.2416030617264,29.58,349.4,Passenger,0.25,-2.6,3.85,32.27,81,0
Vessel_3,2025-04-01 01:00:00,25.02610793237252,-85.23930665791082,30.94,342.9,Passenger,0.22,1.8,0.76,19.41,251,0
Vessel_3,2025-04-01 01:05:00,25.022878997772658,-85.24261286826486,32.33,338.0,Passenger,-0.27,-1.9,1.16,25.64,20,0
Vessel_3,2025-04-01 01:10:00,25.02068017195305,-85.2462977708743,30.18,347.4,Passenger,0.21,-1.5,3.62,10.63,176,0
Vessel_3,2025-04-01 01:15:00,25.02245399872994,-85.23833676345492,30.26,353.5,Passenger,0.34,-0.5,4.47,17.67,238,0
Vessel_3,2025-04-01 01:20:00,25.025448019589778,-85.24591993895166,29.22,341.3,Passenger,0.02,-1.5,2.96,37.21,239,0
Vessel_3,2025-04-01 01:25:00,25.01806610185756,-85.24307943111384,28.51,346.5,Passenger,-0.07,-1.1,2.81,48.31,159,0
Vessel_3,2025-04-01 01:30:00,25.03040037876343,-85.24204548229814,28.88,350.6,Passenger,-0.46,0.2,1.5,49.25,154,0
Vessel_3,2025-04-01 01:35:00,25.02763771205749,-85.24533075593813,28.95,346.0,Passenger,0.43,1.5,3.12,13.56,93,0
Vessel_3,2025-04-01 01:40:00,25.021555946830016,-85.24626600469803,30.0,346.7,Passenger,0.35,1.9,4.68,32.15,267,0
Vessel_3,2025-04-01 01:45:00,25.02467440684358,-85.23741941163111,28.76,336.7,Passenger,0.19,5.0,1.96,30.05,110,0
Vessel_3,2025-04-01 01:50:00,25.021606427920844,-85.23903161622495,32.06,350.8,Passenger,0.19,4.0,1.52,13.24,16,0
Vessel_3,2025-04-01 01:55:00,25.029695024274872,-85.23875746101255,30.4,343.0,Passenger,0.01,-0.0,2.4,22.55,290,0
Vessel_3,2025-04-01 02:00:00,25.029263726913662,-85.25720552768055,29.35,352.1,Passenger,-0.4,0.7,4.82,31.98,88,0
Vessel_3,2025-04-01 02:05:00,25.02611640176425,-85.24490748235297,28.06,344.2,Passenger,-1.44,0.6,3.1,36.01,52,0
Vessel_3,2025-04-01 02:10:00,25.022790338749083,-85.24461620802134,29.18,347.1,Passenger,-0.28,-0.8,3.46,12.49,272,0
Vessel_3,2025-04-01 02:15:00,25.019062451336058,-85.24206945951539,28.33,352.0,Passenger,0.25,4.6,2.02,36.16,125,0
Vessel_3,2025-04-01 02:20:00,25.023396941984334,-85.2468013493625,27.92,0.9,Passenger,-0.2,-2.3,1.3,40.41,239,0
Vessel_3,2025-04-01 02:25:00,25.02539347080885,-85.24658487274091,28.39,348.4,Passenger,-0.01,1.2,2.5,20.64,200,0
Vessel_3,2025-04-01 02:30:00,25.02285733536378,-85.23478414719541,30.6,341.3,Passenger,0.22,2.4,4.46,48.21,51,0
Vessel_3,2025-04-01 02:35:00,25.024152180186192,-85.23522870534528,31.01,341.8,Passenger,-0.8,-0.8,2.48,25.45,212,0
Vessel_3,2025-04-01 02:40:00,25.020832134614043,-85.24142630421704,30.23,346.2,Passenger,0.51,-0.3,0.42,38.65,209,0
Vessel_3,2025-04-01 02:45:00,25.0471486621888,-85.20273318309701,29.06,353.9,Passenger,-0.23,-0.9,1.48,23.99,3600,1
Vessel_3,2025-04-01 02:50:00,25.069279306806862,-85.20822629482757,30.47,111.8,Passenger,-0.03,-1.6,1.28,20.43,58,1
Vessel_3,2025-04-01 02:55:00,25.03050622217667,-85.24845647592582,29.5,347.3,Passenger,-0.51,0.1,1.69,47.12,19,0
Vessel_3,2025-04-01 03:00:00,25.016756804438852,-85.24253409897362,30.23,342.2,Passenger,-0.98,4.1,0.06,49.7,183,0
Vessel_3,2025-04-01 03:05:00,25.012421494495968,-85.25012683347217,29.59,351.2,Passenger,-0.18,0.6,4.21,39.14,135,0
Vessel_3,2025-04-01 03:10:00,25.024930273269003,-85.24165829818406,30.47,342.2,Passenger,0.25,0.7,4.83,29.54,292,0
Vessel_3,2025-04-01 03:15:00,25.031346805620412,-85.24764001531284,29.78,342.6,Passenger,-0.89,1.6,3.44,44.93,32,0
Vessel_3,2025-04-01 03:20:00,25.024542916785563,-85.23431343675824,30.11,344.3,Passenger,0.24,-0.5,0.97,45.19,113,0
Vessel_3,2025-04-01 03:25:00,25.034433666388143,-85.24903514340016,28.94,352.9,Passenger,-0.43,0.9,4.24,43.6,95,0
Vessel_3,2025-04-01 03:30:00,25.028692303622336,-85.23899636587372,31.35,351.3,Passenger,0.56,1.3,1.84,27.94,195,0
Vessel_3,2025-04-01 03:35:00,25.009556948889013,-85.2540617171891,26.51,348.6,Passenger,0.47,-2.8,1.94,26.09,66,0
Vessel_3,2025-04-01 03:40:00,25.02191187317268,-85.2430900314335,31.13,356.4,Passenger,0.04,-0.4,3.38,42.2,33,0
Vessel_3,2025-04-01 03:45:00,25.018856514469363,-85.23241064065826,29.98,347.4,Passenger,0.66,2.2,2.6,24.94,201,0
Vessel_3,2025-04-01 03:50:00,25.023124412258028,-85.23525850549575,30.55,343.1,Passenger,0.39,-1.2,3.21,26.85,127,0
Vessel_3,2025-04-01 03:55:00,25.021840200189033,-85.22967384398709,30.56,345.7,Passenger,0.13,2.3,4.9,16.61,70,0
Vessel_3,2025-04-01 04:00:00,25.02659398870398,-85.24489071422133,27.93,355.9,Passenger,0.84,0.9,4.21,17.44,78,0
Vessel_3,2025-04-01 04:05:00,25.042067970319412,-85.22466073258123,30.4,341.6,Passenger,-1.44,-0.1,1.13,15.25,191,0
Vessel_3,2025-04-01 04:10:00,25.01516385854185,-85.25163357882332,29.41,347.2,Passenger,0.41,-1.9,3.88,12.61,226,0
Vessel_3,2025-04-01 04:15:00,25.02183036358944,-85.24025776756811,27.93,335.3,Passenger,0.44,1.5,1.97,43.11,208,0
Vessel_3,2025-04-01 04:20:00,25.031052326943097,-85.25414584874936,30.38,346.9,Passenger,1.18,-1.7,0.76,19.01,170,0
Vessel_3,2025-04-01 04:25:00,25.025353711080434,-85.23639561798029,28.79,348.4,Passenger,0.57,-2.0,3.96,31.95,178,0
Vessel_3,2025-04-01 04:30:00,25.022348410039573,-85.25308343290122,30.56,350.2,Passenger,-0.22,-2.2,4.31,28.41,107,0
Vessel_3,2025-04-01 04:35:00,25.01573530084183,-85.26440553626958,30.52,352.2,Passenger,-0.34,-0.6,0.82,23.21,286,0
Vessel_3,2025-04-01 04:40:00,25.030427758282464,-85.23738538721481,29.83,340.2,Passenger,0.05,-0.7,2.79,32.1,35,0
Vessel_3,2025-04-01 04:45:00,25.074933137213716,-85.18175291380693,29.83,347.9,Passenger,0.25,2.6,2.49,14.22,3600,1
Vessel_3,2025-04-01 04:50:00,25.016949433279795,-85.21921081867967,29.3,348.0,Passenger,-0.72,1.8,3.21,17.83,64,0
Vessel_3,2025-04-01 04:55:00,25.027210293765872,-85.25941600098554,30.95,333.6,Passenger,0.53,-2.5,1.38,49.34,292,0
Vessel_4,2025-04-01 00:00:00,26.8184656237807,-86.33682382649583,18.08,17.0,Cargo,-0.31,0.7,3.17,16.64,167,0
Vessel_4,2025-04-01 00:05:00,26.818412240838295,-86.33646524197756,16.74,6.1,Cargo,-0.13,0.1,0.4,39.26,163,0
Vessel_4,2025-04-01 00:10:00,26.818605937851,-86.33694529110538,17.01,13.4,Cargo,0.15,3.6,1.27,42.77,222,0
Vessel_4,2025-04-01 00:15:00,26.819450251758536,-86.33667430737019,14.83,3.9,Cargo,0.08,-1.2,3.26,34.84,84,0
Vessel_4,2025-04-01 00:20:00,26.818574059454427,-86.33652587877825,17.21,11.5,Cargo,0.61,0.1,1.57,10.15,75,0
Vessel_4,2025-04-01 00:25:00,26.81787144703197,-86.3371598060054,15.99,14.4,Cargo,-0.5,-0.4,1.06,11.33,152,0
Vessel_4,2025-04-01 00:30:00,26.81905264833688,-86.33606216073356,17.22,14.6,Cargo,0.09,0.7,3.25,44.97,219,0
Vessel_4,2025-04-01 00:35:00,26.811643918648006,-86.35203251331792,17.89,11.4,Cargo,0.42,-1.1,2.3,44.58,3600,1
Vessel_4,2025-04-01 00:40:00,26.819666562746836,-86.33651026644165,16.69,10.9,Cargo,0.21,-0.9,4.2,49.27,210,0
Vessel_4,2025-04-01 00:45:00,26.819423278128625,-86.33947287109264,17.1,22.2,Cargo,0.47,4.4,0.48,19.68,173,0
Vessel_4,2025-04-01 00:50:00,26.802302517696333,-86.3433801902923,16.52,16.0,Cargo,0.07,-2.4,18.4,39.21,236,1
Vessel_4,2025-04-01 00:55:00,26.820214781337672,-86.34040105089774,15.51,14.8,Cargo,1.13,-1.0,2.87,36.35,59,0
Vessel_4,2025-04-01 01:00:00,26.82256761073985,-86.33951284087962,16.29,11.7,Cargo,-0.76,0.4,4.46,27.74,156,0
Vessel_4,2025-04-01 01:05:00,26.820501086414012,-86.33933412125899,16.67,18.1,Cargo,0.87,-2.0,2.44,36.09,85,0
